True_Equation,Predict_Equation,MSE,R^2,Relative Error
x_1*x_2*(x_1+x_2)-x_1,x_1*(x_1*x_2 + x_2**2) - 0.999998667463073*x_1,1.31E-09,1,3.92E-07
#NAME?,#NAME?,1.05E-09,1,7.91E-07
x_1*x_2*(x_1+x_2)-x_1,0.999999880444531*x_1*(8.67374125958998e-8*x_1 - x_2*(-1.00000012443861*x_1 - x_2) - 0.999998362550162),5.26E-10,1,3.53E-07
x_1*x_2*(x_1+x_2)-x_1-0.952,x_1*(-1.63842483202005e-7*x_1 + x_2*(x_1 + x_2)) - 1.00000015198487*x_1 - 0.9519965620874,8.73E-10,1,8.71E-07
x_1*x_2*(x_1+x_2)-x_1,x_1*(x_1 + x_2)*(x_2 - 9.69674558005772e-8) - x_1,1.27E-09,1,1.31E-07
#NAME?,#NAME?,0.229808673,0.999996185,0.065296181
x_1*(x_2+1.722)*(x_1+0.454*x_2+0.055)-x_1,x_1*(x_1 + 0.456215050723746*x_2)*(x_2 + 1.73191083074725) - 0.929819891986451*x_1,2.605791569,0.999973714,0.029714033
x_1*x_2*(0.225*x_1+x_2)-x_1,x_1*x_2*(0.225000017611323*x_1 + x_2) - 1.00000004147938*x_1,3.28E-10,1,8.92E-08
(0.366*x_1-tan(x_2**2))*tan(x_1),(-sin(0.689439913057358*x_2) - 0.74018637873839)*tan(x_1)/sin(x_2),1169.031128,0.859950781,13.56062412
(x_1-tan(x_2**2))*tan(x_1),(x_1 - tan(x_2**2))*tan(x_1),2.35E-06,1,7.23E-06
-0.06*(x_1-tan(x_2**2))*(tan(x_1)-1.008),0.0860473552558251*x_1 - 0.0446385411150965*x_1/(x_1 + x_2 + tan(x_2) + 2.23191098157812) - 0.0522186600271875,0.887955546,0.984731436,4.36577034
(x_1-tan(x_2**2)+0.789)*tan(x_1),x_1/tan((-2.25910577642951*x_1 + x_2 - 4.833800740496)/tan(x_1)),26727.97266,0.998925209,19.91695976
(x_1-tan(x_2**2))*tan(x_1),(x_1 - tan(x_2**2))*tan(x_1),5.35E-06,1,1.39E-05
(x_1-tan(x_2**2))*tan(x_1),(x_1 - tan(x_2**2))*tan(x_1),3.79E-07,1,6.53E-06
(x_1-tan(x_2**2))*tan(x_1),(x_1 - tan(x_2**2))*tan(x_1),1.66E-06,1,1.17E-05
(-0.228*x_1-tan(x_2**2)+1.072)*tan(x_1),#NAME?,134.1738892,0.708958387,1.401814699
(x_1-tan(x_2**2)-1.648)*tan(0.864*x_1),(0.67655770355488 - 0.161738994065687*x_1)*(sin(x_2) - tan(1.50119150354489*x_1)),2309.828857,0.978817105,8.548535347
cos(0.411557726753712*x_1**4),cos(0.554886859987663*x_1**3*(sin(x_1) + 0.465445535647228)),0.385300994,0.23715651,1.454019189
cos(15.95*x_1**4),-sin(0.168890659641084*cos(0.681393384641813*x_1**2)),0.552311242,0.023551166,1.091931701
cos(27.184*x_1**4)-0.415,cos(sin(1.52938990755735*x_1**2) + 0.00132250295237138*tan(x_1)) - 1.14733120385839,0.468274534,0.074123085,2.037574768
cos(15.621*x_1**4),cos(1.08817375668728*x_1**2*tan(1.08952385284008*x_1)),0.543887496,-0.0181036,1.644036531
cos(26.72*x_1**4),cos(1.65430463434245*x_1**4),0.555245876,-0.005226851,1.907694221
x_1**2,-4.05458250780716e-10*x_1**4 + x_1**2,7.76E-12,1,4.68E-08
0.369555896987061/(0.685871056241427*x_1-1)**2.64,0.369608707998774*sqrt((0.685862763925407*x_1 - 1)**(-5.2795783578943)),2.25E-08,1,0.000348264
x_1**2,-2.06290049203806e-8*x_1**2*(0.0225010134006387*x_1 + 0.535212319168273*sin(x_1) - 1)**2 + x_1**2,9.17E-12,1,4.92E-08
x_1**2,x_1*(-3.98446490964381e-8*x_1*sin(0.714490307548594*(x_1 - 0.981175855702841)**2)**2 + x_1),7.35E-12,1,4.05E-08
1.425636*(0.837520938023451*x_1-1)**2,(x_1 - 1.19261696386276)*(x_1 - 0.195383038554895 - exp(-sin(3.49640158660891e-8*x_1)/2)),1.18E-11,1,4.86E-05
0.374862496914098*x_1**1.85,0.374862506447279*x_1**1.84999999761134,7.09E-13,1,5.13E-08
x_1**0.709,(x_1**2.83599999001542)**(1/4),9.85E-15,1,1.38E-08
(x_1-0.428)**0.362,(x_1 - 0.428000086694834)**0.362000052172648,3.01E-14,1,9.02E-08
x_1**2,x_1*(x_1 - 8.15296390311598e-9*x_1/sin(606.140069355285*(0.0488804037258372*x_1 + 1)**2)),8.03E-12,1,6.37E-08
(x_1-0.764)*(x_1-x_2)*exp(x_1),(0.521385915702475*x_2*(x_1 - 9.44703245005191) + 227.122608889137*(0.0932267941969913*x_1 - 1)**2)*exp(x_1),13155361,0.940308809,228.6525421
1.22000139233169*x_1*(x_1-x_2)*exp(0.876*x_1),(0.263204635601363*x_1 - 2.68282743202384)*(-x_1 + x_2 - 12.8945842858247)*exp(x_1),35965112,0.887377977,3.859207392
x_1*(x_1-x_2)*exp(x_1),(0.0016299691272818*x_1*x_2 + 211.595741174735*(0.0907051064777597*x_1 - 1)**2)*exp(x_1),23355006,0.946468413,61.23965454
x_1*(x_1-x_2)*exp(x_1),x_1*(121.319439123998*x_1 - 107.224139085393*x_2 + 472.73805287574)*exp(0.126159462752305*x_1),98529656,0.697884917,56890.82031
#NAME?,(5.54063310651285 - 0.544394428535987*x_1)*(0.949736965788824*x_1 + x_2 - 21.0805414963194)*exp(x_1),33760468,0.889767349,110.6908264
(-1.982*x_1-x_2)*(x_1+0.843)*exp(x_1),(0.828940869765308 - 0.0789833896946667*x_1)*(38.0643343208245*x_1 - x_2 - 402.432930168782)*exp(x_1),23420762,0.929992318,70.36620331
x_1*(x_1-x_2)*exp(-0.257*x_1),x_1*(x_1 - x_2 + 1.74608784256084e-6)*exp(-0.257000022224611*x_1),1.25E-09,1,6.24E-07
#NAME?,0.440866674517733*x_1*(-0.083925596354092*x_1 + 0.083925593889727*x_2)*exp(x_1),3.39E-07,1,2.08E-06
x_1*(0.505*x_1-x_2+0.648925)*exp(x_1),x_1*(0.257794302906631*x_1*(x_2 - 5.22784481849453) - 2.39557863870978*x_2 + 11.8868871722737)*exp(x_1),21098548,0.905628979,6.368017197
#NAME?,(-0.495079896105566*x_1 - 0.0325487983001598*x_1/(x_2 + 2.92400073620597) + 0.47281355099689*x_2)*exp(x_1),84389.14063,0.998948157,6.184092999
x_1*x_2/(-6.455635928*x_1**3+x_1)-0.003*x_1-0.001806,(-x_1 - x_2 + 1.38317578983226)/(15.5624618098401*x_1**2 + x_1 - 2.29582672057456),0.693727553,0.935706735,1.117076755
x_1*x_2/(x_1**3-1.401*x_1)+x_1,x_1 + x_2/(-x_1 + (x_1 + 0.499974133893288)**2 - 1.65103459073622),7.36E-08,1,1.54E-05
x_1*x_2/(x_1**3+x_1)+x_1,x_1*x_2/(x_1 + (x_1 + 4.47419913849648e-8)**3) + x_1,4.25E-14,1,3.16E-08
0.719*x_1+x_2*(x_1+0.107)/(x_1**3+x_1),x_1*x_2/(1.30438921135504*x_1 - 0.688574323412042*(-x_1 - 0.403933123762061)**3) + 0.723462123274434*x_1,1.717771173,0.924980938,0.315724254
x_1*x_2/(x_1**3-1.12*x_1)-0.318*x_1,-0.317999123699691*x_1 + x_2/(x_1**2 - 1.50634761706334e-5*x_1 - 1.11998393438042),2.83E-08,1,7.98E-06
x_1*x_2/(x_1**3+1.085*x_1)+x_1,x_1 + x_2/(x_1 + (x_1 - 0.499999966514071)**2 + 0.835000011644119),4.90E-14,1,7.63E-08
x_1*x_2/(0.586*x_1-0.50989664686146*(0.7097232079489*x_1-1)**3)+x_1,x_1 - 0.0701433031942986*x_2*tan(2.19533873924863*x_1**2)/(x_1 - 3.68712549888311),42.31162262,0.999961138,0.98542732
0.279*x_1*x_2/(x_1**3+1.342*x_1)+x_1-0.468,x_1 + 0.120419721332872*x_2/(-x_1 + 0.579222887444216*(-0.863225173495012*x_1 - 1)**2) - 0.468000023729528,1.32E-13,1,9.17E-08
-0.293*x_1*x_2/(-5.498372125*x_1**3+x_1)-1.413*x_1,#NAME?,0.160874426,0.997484386,0.103784345
0.698*x_1+x_2*(x_1-0.703)/(x_1+(x_1+0.167)**3),0.701455203954805*x_1 + x_2*cos(2.31343469358639*exp(-0.485262005618536*x_1))/x_1,1.383585691,0.972168565,0.679024816
x_1+sin(x_2)+cos(x_2),x_1 + sin(x_2) + cos(x_2),1.30E-13,1,1.78E-07
x_1+sin(x_2)+cos(x_2)+0.737,x_1 - 1.41421348874439*cos(x_2 + 2.35619452113143) + 0.737000029857541,1.13E-13,1,6.61E-08
x_1+sin(x_2)+cos(x_2),x_1 + sin(x_2) + cos(x_2),1.18E-13,1,6.16E-08
x_1+sin(1.688*x_2)+cos(x_2)-0.383,x_1 + cos(1.02691612258736*x_2) + cos(1.69032925499398*x_2 - 1.39489429419773),0.128275946,0.996497631,0.210518703
x_1+0.531*sin(1.189*x_2)+cos(x_2),x_1 + cos(-x_2 + tan(x_2/(x_1 - 27.9195022576811)) + 0.386243197813681) + 0.0331874449101744,0.11175032,0.99689585,0.103638314
x_1-0.921*sin(x_2)+cos(1.968*x_2),x_1 - sin(-x_2 + cos(x_2 - 0.359770268770733) + 2.88462077498909) - 0.321160516174302,0.180329934,0.995179057,0.286061525
x_1+sin(x_2)-0.667*cos(x_2),x_1 - 1.20203534840679*cos(x_2 + 0.982562997317486),4.91E-14,1,4.94E-08
x_1+sin(x_2)+cos(x_2),x_1 + sin(x_2) - cos(x_2 - 3.14159256258211),8.88E-14,1,5.83E-08
x_1+sin(x_2)+cos(x_2),x_1 + 0.999999967284389*sin(x_2 - 2.08004118182492e-8) + cos(0.99999999830876*x_2),1.14E-13,1,5.76E-08
x_1+sin(x_2)+cos(x_2),x_1 + sin(x_2) + cos(x_2) + 2.06564554350308e-9,9.53E-14,1,1.37E-07
x_1**2*(x_1+x_2)*cos(x_2),(x_1 + 9.28739958066317e-8)*(x_1 - 1.09225831861002e-7*x_2)*(x_1 + x_2 - 1.00899933748905e-7)*cos(x_2),3.36E-09,1,6.87E-07
x_1**2*(x_1+x_2)*cos(x_2),x_1**2*(x_1 + x_2 + 5.38279432192186e-7)*cos(x_2 - 5.35808461591785e-8),2.54E-09,1,5.76E-07
1.36328865621393*(0.773395204949729*x_1-1)**1.206*(x_1+x_2)*cos(x_2),1.36335995025087*(0.773374436854913*x_1 - 1)**1.20599175560889*(x_1 + x_2)*(cos(x_2) - 6.01691445407487e-8),1.98E-09,1,0.000511884
(x_1+0.741)**2*(x_1+x_2)*cos(x_2),(0.999999945539113*x_1 + 1.00000000866404*x_2)*(x_1 + 0.741000173383412)**2*cos(x_2),1.47E-09,1,5.69E-07
x_1**2*(x_1+x_2)*cos(x_2),(x_1 + 0.0013952161202138)*(x_1 + x_2)*(1.0000000705805*x_1 - 0.00139548467640593)*cos(x_2),1.09E-09,1,4.64E-06
3.47788239282493*(x_1+x_2)*cos(x_2)/x_1**2.278,(3.24437219299988*x_1 + 3.64455243702129*x_2)*cos(x_2 + 0.0669486700992028)/(x_1**5)**0.444857408493322,1.942703605,0.99999994,0.565250337
x_1**2.85*(x_1+x_2)*cos(1.939*x_2),x_1**2.84999995264943*(x_1 + x_2 + 3.67000275229438e-7)*cos(1.9390000024167*x_2),4.40E-07,1,2.95E-06
x_1**2*(-1.342*x_1+x_2)*cos(x_2),x_1**2*(-1.34199998989544*x_1 + x_2)*cos(x_2),2.38E-09,1,4.50E-06
x_1**2*(1.508*x_1+x_2)*(cos(x_2)-1.166),x_1**2*(cos(x_2) - 1.16600001920763)*(1.50799997987417*x_1 + x_2 - 3.79105148404209e-8),8.98E-09,1,1.61E-07
x_1**2.203*(x_1+x_2)*cos(x_2),x_1**2.20299984705344*(x_1 + 1.00000034281293*x_2 + 3.09294446115467e-6)*cos(x_2),6.87E-09,1,1.05E-06
x_1*sin(6.101038320784*(0.62266500622665*x_2+1)**2)+x_1+1.866*x_2,-x_1*sin(1.13096020762536*(x_1 + 0.745642503061747)**2) + x_1 + 1.83827017983864*x_2,17.27028847,0.906489909,0.684518635
x_1*sin(1.378276*x_2**2)+x_1-0.874*x_2,x_1*sin(1.37827598196463*x_2**2) + x_1 - 0.87399950886769*x_2 + 2.0056778046334e-6,1.42E-10,1,2.21E-06
0.861*x_1*sin(1.830609*(0.73909830007391*x_2-1)**2)+x_1+x_2,0.297353443469341*x_1*sin(0.0346266837585458*(x_1 + 0.766011801772713)**2) + x_1 + x_2,6.648133755,0.922151685,0.71258527
x_1*sin(x_2**2)+x_1+x_2,x_1*sin(x_2**2) + x_1 + x_2,6.15E-11,1,6.14E-06
x_1+x_2+(x_1+1.306)*sin(x_2**2),x_1 + x_2 + (x_1 + 1.30600113320701)*sin(1.00000001171096*x_2**2) - 8.70562665077641e-7,1.98E-10,1,9.69E-06
x_1*sin(x_2**2)+x_1+x_2,x_1*sin(x_2**2) + 1.00000023695105*x_1 + x_2,8.23E-11,1,9.52E-07
x_1*sin(0.473344*x_2**2)-0.05*x_1+x_2-0.104,x_1*sin(0.473344002046652*x_2**2) - 0.0500000276720758*x_1 + x_2 - 0.104000177219902,5.43E-11,1,1.54E-06
0.439*x_1*sin(x_2**2)+x_1+x_2,x_1 + x_2 - (4.13409671307453e-7 - 0.4390001151559*x_1)*sin(x_2**2),1.20E-11,1,1.92E-06
x_1*sin(1.153476*x_2**2)+x_1+x_2-1.949,x_1 + x_2 + (x_1 + 1.718417350243e-6)*sin(1.1534760325106*x_2**2) - 1.94899920002996,1.23E-10,1,1.43E-06
x_1*sin(x_2**2)+x_1+x_2,1.00000037209944*x_1 + x_2 + (x_1 + 1.78397636490016e-6)*sin(x_2**2) - 1.03861857144306e-6,1.10E-10,1,1.64E-06
-0.906*x_1+0.882849492729174*x_2**3/sqrt(-x_1-0.339),0.823487525969527*(-x_1)**0.533689575391338*(-0.374154838229395*x_1 - x_2**3/(x_1 + 0.244110301443284)),3.288650274,0.999939501,0.113283522
-1.016*x_1+0.953896277050255*x_2**3/sqrt(0.909918107370337*x_1+1)-0.608584,-1.2975415230886*x_1 + x_2**3/log(1.67138272456814*x_1 + 2.97832904255342),119.6482315,0.997936964,0.234083161
-1.682*x_1+x_2**3/sqrt(x_1),-1.68201349097367*x_1 - 5.50790916009607e-5 + (5.63526569784221e-5*x_1 + x_2**3)/sqrt(x_1),6.04E-10,1,7.79E-07
x_1+x_2**3/sqrt(x_1),x_1**0.499999980018348*(x_1**0.500000067958035 + x_2**3/x_1),2.13E-10,1,1.07E-07
x_1+x_2**3/sqrt(x_1),x_1**0.385495314897362*(x_2**3/x_1**0.885495302703271 + x_1**0.614504652687741),5.28E-10,1,9.50E-07
-0.006*x_1-0.00141+x_2**3/sqrt(x_1),x_2**3/x_1**0.500000020004962 - 0.00599978642044136*x_1 - 0.00141025744397397,7.25E-10,1,1.68E-06
x_1+3.21080649533968*x_2**3/sqrt(x_1),3.21080626989414*x_2**3/x_1**0.499999976501136 + 1.16708390807088e-5*x_2/x_1**0.304764402588742 + x_1,1.49E-08,1,6.95E-07
-1.742*x_1+0.83616+x_2**3/sqrt(x_1),-1.74199927510155*x_1 + 0.8361558320981 + 0.99999996793063*x_2**3/sqrt(x_1),4.78E-10,1,3.35E-07
x_1+x_2**3/sqrt(x_1+0.35),1.000000078736*x_1 + 0.999999999803944*x_2**3/sqrt(x_1 + 0.350000021503248),7.44E-10,1,1.05E-07
x_1-0.16+1.25097770840134*x_2**3/sqrt(x_1),1.25097773257365*x_2**3/x_1**0.500000012111015 + x_1 - 0.159996549126706,1.65E-09,1,3.94E-06
x_1**2*(x_2+0.869),#NAME?,2.58E-10,1,6.04E-08
x_1**5*(x_2+0.687),x_1**2*(x_2 - 109.07647286481)*(-0.982715631666269*x_1*(0.0675145133710674*x_2 + 1)**2 + x_1),212785888,0.783777177,658.5368042
x_1**3*x_2,x_1**3*x_2/cos(8.13483754340055e-6*x_1 - 0.0001856462862526),4.17E-08,1,9.79E-08
x_1**5*(x_2+0.62),x_1**5*(x_2 + 0.883741962154476)*cos(0.155951256942062*x_1),214595280,0.787326276,0.303772509
x_2*(x_1+0.707)**2,(0.999999974357428*x_1 + 0.706999676827959)*(x_2*(x_1 + 1.70700017838745) - x_2),2.86E-10,1,1.96E-07
x_1**4*(x_2+0.839),1.44890953460455*x_1*(-0.00197898717858518*x_1**3 + x_1)**3*(x_2 + 0.634228156676148),5515447,0.980533421,0.424257159
x_1**3*x_2,0.863078895767888*x_1**3*x_2/cos(1.0434682297772e-7*sin(x_1) + 0.529462056401131),1.56E-08,1,9.57E-08
log(x_1+(x_1-x_2)**2),log(x_1 + (x_1 - x_2 - 8.1697640142888e-8)**2),3.02E-14,1,7.87E-08
log(x_1+(x_1-x_2)**2),log(0.999999963184958*x_1 + (x_1 - x_2)**2) + 6.26949914361851e-9,2.90E-14,1,3.78E-08
-0.396*log(-0.545*x_1+(x_1-x_2)**2+0.652365),-0.176249120301345*log(3.39305082165194*(0.901461958608765*x_1 - x_2 - 0.0546397280185835)**4),0.029516082,0.915658593,0.310091585
log(1.444*x_1+(x_1-x_2)**2),log(1.44399990707811*x_1 + (x_1 - x_2 - 2.35151664175983e-8)**2),2.47E-14,1,3.10E-08
log(x_1+(x_1-x_2)**2),log(x_1 + (x_1 - x_2)**2) + 2.6768396776955e-8,3.79E-14,1,2.63E-07
log(x_1+1.094116*(x_1-0.956022944550669*x_2)**2),1.01792269610604*log(x_1 + (x_1 - x_2)**2),0.071123272,0.965947747,0.024088636
log(x_1+(x_1-x_2)**2)-0.113,log(x_1 + (x_1 - x_2)**2) - 0.112999986644631,3.32E-14,1,4.36E-08
-0.668*log(-0.952*x_1+(x_1-x_2)**2),-0.668000005389732*log(-0.95199998276209*x_1 + (-x_1 + x_2)**2),1.76E-14,1,4.16E-08
x_1*x_2+0.34*x_1+0.48654,x_1*(x_2 - 0.017905693483544) + 0.35790571580063*x_1 + 0.48653989238357,2.99E-12,1,1.05E-07
0.917*x_1+x_2*(x_1+0.776),0.916999999443031*x_1 + x_2*(x_1 + 0.324269368985805) + 0.451730638172421*x_2,3.44E-12,1,5.26E-08
x_1*x_2+x_1-0.627,x_1*x_2 + x_1 + exp(2.357482429254e-8*x_1) - 1.6269999333775,3.95E-12,1,4.85E-08
x_1+x_2*(x_1-1.372)-0.985,x_1 + x_2*(x_1 - 0.789601400177696) - 0.582398632655729*x_2 - 0.984999789775008,3.07E-12,1,1.71E-07
x_1*x_2+x_1,x_2*(x_1 + 1.00000003365388*x_1/x_2),3.23E-12,1,3.47E-08
1.363*x_1+x_2*(0.080621568*x_1-0.006772211712),1.36299999226102*x_1 - x_2*(0.00677221805843 - 0.0806215598568167*x_1),2.55E-13,1,4.39E-08
1.234*x_1+x_2*(11.92276833588-6.341898051*x_1),1.23400009555166*x_1 - 6.34189800484765*x_2*(x_1 - 2.03768149542279) - x_2,1.31E-10,1,1.31E-07
x_1*x_2+x_1,x_1*(x_2 + 0.879630104028782) + 0.120369991295033*x_1,2.36E-12,1,5.43E-08
x_1+x_2*(3.422470843*x_1+1.050698548801)+1.712,x_1 + 3.42247087149416*x_2*(x_1 + 0.0148134297050285) + x_2 + 1.71200006816461,7.89E-11,1,5.62E-08
x_1+cos(x_2),x_1 + cos(2.71309632941859e-8*x_1/(0.555030617303332*x_1 + x_2) - x_2),6.61E-14,1,5.13E-08
1.924*x_1+0.9*cos(x_2),2*x_1 + 0.903129564960963*cos(x_2) + cos(0.0811771308866587*x_1 + 1.57109665373919),0.0001983,0.99999845,0.001640337
x_1+cos(x_2),x_1 + cos(1.13096344248974e-8*x_1 + x_2 - 8.56311882421486e-8) - 4.37274672469515e-8,6.84E-14,1,3.69E-08
x_1+0.359*cos(x_2+1.456),x_1 + 0.358999945125252*cos(x_2 + 1.45599970090924),8.48E-14,1,4.07E-08
x_1+cos(x_2-1.477)+1.069,x_1 - cos(x_2 + 1.66459269730212) + 1.06900001283438,7.34E-14,1,5.53E-08
x_1+0.995*cos(x_2+1.401)-1.031815,x_1 - 0.994999793967176*sin(x_2 - 0.169796344431003) - 1.03181503494078,2.09E-13,1,1.16E-07
x_1-0.428*cos(x_2),x_1 - 0.428000074587258*cos(x_2 - 8.49726065013808e-8),2.97E-14,1,2.76E-08
x_1+cos(x_2),x_1 - 1.0078669405778e-8*(1 - 0.533294978730037*x_1)**2 + cos(x_2),5.80E-14,1,4.17E-08
x_1+cos(0.254*x_2-0.368554)+0.062,x_1 + sin(0.254000004425767*x_2 + 1.2022423280411) + 0.0620001059655624,9.42E-14,1,1.16E-07
x_1+cos(0.931*x_2),x_1 + 0.999999922134017*cos(0.930999980140033*x_2),7.96E-14,1,1.13E-07
0.061505984016*x_1**4+x_2,0.252150896233347*x_1*(0.243925330721361*x_1**3 - 1.41498024664701e-6*x_1) + x_2,4.90E-10,1,4.76E-07
x_1**3+x_2-0.031,x_1**3 - 1.87407506145598e-7*x_1**2 + x_2 - 0.0309971707062386,5.47E-10,1,9.05E-07
x_1**4+0.666*x_2,1.00000001185688*x_1**4 + 0.666005824841044*x_2,9.85E-08,1,2.67E-06
x_1**1.428+1.628*x_2,x_1**1.42799997580023 + 1.62800000832236*x_2 + 3.77881733187784e-7,8.78E-13,1,2.30E-07
x_2+12.571910484721*(x_1+0.277)**4,x_1 + x_2 + 648.671102386148*(0.00852641608548967*x_1**2 - x_1 - 0.680828259871972)**2 - 3148.09921243228,22078050,0.952891767,107.8474884
x_1**4+x_2+1.133,x_1**4 + x_2 - 1.66330775781314*(2.76031873177809e-6*x_1 - 1)**2 + 2.79634404369776,1.16E-07,1,3.02E-06
x_1**4+x_2,x_1*(x_1**3 + x_2/x_1),6.44E-08,1,2.14E-07
x_1**5.364+x_2,135.091819542301*x_1**2.71283099681617 + 26.7504429335926*x_2,33358216,0.914273262,6.208271503
x_1**0.936+x_2,x_1**0.935999989845981 + x_2 + 2.26441108466717e-7,1.21E-13,1,1.41E-05
x_1**(-4.336)+x_2,0.789042354520316*(0.209154958443117*x_2 - 1)**2/x_1**4.39405451626407 + x_2,3.217025042,0.999999881,0.039003268
(x_2-1.816)**1.0/x_1**5.78+x_1,-60.168256980646*(0.117130326650333*x_2 + 1)**2*exp(-0.475622217527474*x_2)/x_1**2.61991897769109 + x_1,7146.148926,0.999901772,17.01521492
x_1**5/x_2**4.485+x_1,x_1**5*cos(1.47278121736876*x_2 - 1.66600847860617)**5/x_2**5.12344991163933 + x_1,14552093,0.911307335,0.251410842
x_1**5*x_2**0.885+x_1,3870.37888491378*x_1 + 0.0144885163800674*x_2**1.57259921547768*(x_1 + 0.924667358520558)**5,94563096,0.898436308,305.3432312
sqrt(-x_2+tan(tan(x_1))),1.00000831731696*(-x_2 + 0.999998860000254*tan(tan(x_1)))**0.499996502434456,1.30E-09,1,4.77E-06
sqrt(-x_2+tan(tan(x_1))),sqrt(-x_2 + tan(tan(x_1))),6.71E-05,0.999994814,0.000166219
sqrt(-x_2+tan(tan(x_1))),1.0000065736406*sqrt(-0.999985073518041*x_2 + tan(tan(x_1))),8.10E-10,1,5.39E-06
exp(x_1**(-4.017)),50508.8893695141*exp(-3361704.73304944*x_1**29.1310317948414),76537.28125,0.999529481,0.934953988
exp(x_1**3),exp((0.238058248430571*x_1 + sin(4.9469810739358*(1 - 0.0947920808667599*x_1)**2))**3),272035968,0.498945296,inf
exp(-0.209584584*x_1**3),exp(0.779036157042774*x_1*(0.11552035655783*x_1 - 6.02565605698455*(-0.0794259104878608*x_1 - 1)**2)),16670205,0.966487408,nan
exp(x_1**3),exp(x_1/2 + 5.8842124450583*(0.00596706044214049*x_1 + 1)**3),335560544,0.362585127,inf
exp(0.371611302625613*x_1**3),exp(2.09923645877224*x_1*(-0.00583067043370695*x_1 + 0.00378020554365692*(x_1 - 0.123266675205973)**2 - 1)**2),288560032,0.48981905,inf
-0.315*exp(0.873405419769807/(0.931098696461825*x_1-1)**1.896),-11.2790502519866*exp(cos(4.60404130861109*x_1)**3/(x_1 - 1)**1.9658041654243),463162.1875,0.992263138,29.13438034
exp(0.210644875*(x_1+0.742)**1.232),exp(0.210571437712214*(x_1 + 0.742731376917619)**1.23211067958058),6.51E-08,1,3.89E-05
exp((x_1+0.236)**(-2.577)),exp(18.2276557756361*x_1**0.141010713820742*exp(-1.88937058407827*x_1)),4164927.75,0.967913747,3.136610746
exp(x_1**(-3.255)),38580.9898030754*(0.00327066671106094*x_1 + 1)**364.510089665092*exp(-22.5281156584388*x_1**5),226079.4844,0.998096049,2.487888575
-1.855*exp(x_1**3),-10144.571496015*exp(0.00677193614041833*x_1*(x_1 - 65.8551532932643*(0.0499217773673185*x_1 + 1)**2) + x_1),54746828,0.907038569,inf
x_1-1.458783255601*(-0.909918107370337*sin(1.022*x_1)-1)**4,x_1 + 1.55999635068839*(0.657614939606334*cos(1.02195704209707*x_1 + 1.57189757060605) - 1)**5,0.0056134,0.999903917,0.013689114
-1.173*x_1-sin(x_1)**4,-1.17299998791312*x_1 - sin(x_1)**4,1.57E-13,1,3.49E-08
x_1-sin(x_1)**4,x_1 - sin(0.999999977947142*x_1 + 4.22495322294679e-8)**4,5.53E-14,1,3.34E-08
x_1-(sin(x_1)-0.417)**4,x_1 - (sin(x_1) - 0.416999966515501)**4,1.29E-13,1,5.64E-08
x_1-(sin(x_1+0.311)-0.631)**4.116,x_1 - 12.2084476411532*(log(sqrt(sin(x_1 + 0.311001567097258))) + 0.191274254189753)**4,1.05E-08,1,4.28E-05
x_1-(-sin(1.389*x_1))**5.842,x_1 - cos(cos(x_1 - 0.363851617790714) - 0.102488692406978)**17.0909720360559,0.097671673,0.996689856,0.043555878
x_1-sin(x_1)**4,x_1 - (sin(x_1) - 6.27737527451443e-8)**4,8.28E-14,1,7.79E-08
x_1-sin(x_1)**4,x_1 - (sin(x_1) + 1.50216005319734e-8)**4,8.21E-14,1,3.18E-08
x_1-sin(x_1)**4,x_1 - sin(x_1)**4,9.78E-14,1,3.70E-08
x_1-(sin(x_1)-0.858)**2.482-1.571,0.999998253913669*x_1 - (sin(x_1) - 0.826175129216094)**2.74804815881847 - 1.57060934295982,1.23E-08,1,0.00029286
exp(x_1**(-0.8235))-1.656,52990.5288686924 - 53274.4546235264*exp(-0.0169183109526846/x_1**(3/2)),638299.375,0.986973464,581.1933594
exp(x_1**(3/2)),exp(5.64586297588594*(-0.013304497605298*x_1**2 + 0.208917756464141*x_1 + 1)**1.10544571790184),47017880,0.922085404,102.4549332
exp(x_1**(3/2)),exp(3.51681738114971*(-0.143426236682072*x_1*log(x_1) + 0.437060931650499*x_1 + 1)**1.5193702676216),48394336,0.919583619,48.44295502
-0.44*exp(x_1**(-5.072098)),-71.6648537425003*exp(-958.486666338185*(x_1 - 0.838886949118645)**3*(x_1 + x_1**3.60605391127757)**3),119881.6719,0.998356581,1.220352411
exp(2.20871037847881*(-x_1)**(3/2)),#NAME?,61765888,0.860837102,58.30319214
-1.569*exp(x_1**(-0.484))-0.626031,-1.568614769192*exp(x_1**(-0.484008753611997)) - 0.626779789850855,7.14E-07,1,4.59E-05
-0.532*exp(x_1**1.578),-1040.50216264433*exp(2*x_1**0.682719380035821 - 0.560387424630253*x_1),118525656,0.799138546,601.6515503
exp(1.32872084413522*(0.920810313075506*x_1+1)**3.445)-1.553,9505.29680800675*x_1 + exp(2*x_1 - 17.7242766169324*(1 - 0.403694786146313*x_1)**4) + 13528.2101009423,184618960,0.6551072,10931.77148
exp(2.0059402449023*(0.523012552301255*x_1-1)**1.074)-1.663,#NAME?,127.6333008,0.999972343,7.83932209
exp(x_1**0.291),1.00000012018583*sqrt(1 - 1.0729076099909e-7*x_1)*exp(x_1**0.291000087625157),1.81E-13,1,6.22E-08
